Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1991,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,15,,teeth,,T,U
1991,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,53,,teeth,,T,W
1991,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,9,,teeth,,,U
1991,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,,1,teeth,,,
1991,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,XX,CM,,,12,teeth,,H,W
1991,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,MW,,,1981,teeth,kg,T,W
1991,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,MW,,,237,teeth,,T,W
1991,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,ZM,,,40,teeth,kg,,
1991,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,ZM,,,52,teeth,,,
1991,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,ZW,,,1,teeth,,,
1991,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,DK,GL,,1,1,teeth,,P,W
1991,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,HK,US,XX,,1,teeth,,S,W
1991,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,SE,GL,,1,,teeth,,P,W
1991,III,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,CH,CA,,,4,teeth,,H,W
1991,III,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,,9,teeth,,H,W
1991,III,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,,4,teeth,,M,W
1991,III,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,85,84,teeth,,T,W
1991,III,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,10,,teeth,,,I
1992,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,CH,GB,XX,,6,teeth,,T,O
1992,I,Dugong dugon,Mammalia,Sirenia,Dugongidae,Dugong,AU,NL,XX,,1,teeth,,S,O
1992,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,AU,DE,XX,,1,teeth,,P,O
1992,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,AU,XX,,2,,teeth,,P,O
1992,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,HK,MY,2,,teeth,,P,O
1992,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,TH,,15,,teeth,,,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,CD,,4,,teeth,,,O
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZW,,,1,teeth,,,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZW,,,8,teeth,,,W
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,,1,,teeth,,,I
1992,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,2,teeth,,,W
1992,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,US,CA,XX,4,,teeth,,,U
1992,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,US,SG,XX,1,,teeth,,,I
1992,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,US,TH,,1,,teeth,,,U
1992,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,US,XX,,7,,teeth,,,W
1992,I,Monachus schauinslandi,Mammalia,Carnivora,Phocidae,Monachus,US,CA,,,33,teeth,,S,W
1992,I,Phocoena sinus,Mammalia,Cetacea,Phocoenidae,Phocoena,US,MX,,39,,teeth,,S,W
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,AU,US,XX,,1,teeth,,,O
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,DK,GL,,11,11,teeth,,P,W
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,FI,GL,,,3,teeth,,E,W
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,GB,AU,,1,,teeth,,P,O
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,JP,US,XX,,4,teeth,,S,U
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,NZ,FJ,,9,,teeth,,E,
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,NZ,FJ,,2,,teeth,,P,
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,NZ,SG,,2,,teeth,,,I
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,NZ,XX,,2,,teeth,,,I
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,US,AU,,2,,teeth,,,I
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,US,CA,XX,5,,teeth,,T,I
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,US,GB,,1,,teeth,,,I
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,US,JP,XX,,1,teeth,,E,
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,US,NG,XX,1,,teeth,,,I
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,US,PT,XX,4,,teeth,,,I
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,US,PT,,1,,teeth,,,I
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,US,SG,XX,4,,teeth,,,I
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,US,SU,,1,,teeth,,,I
1992,I,Physeter macrocephalus,Mammalia,Cetacea,Physeteridae,Physeter,ZC,DK,,23,,teeth,,E,W
1992,I,Cetacea spp.,Mammalia,Cetacea,,,US,GB,XX,,1,teeth,,T,O
1992,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,JP,US,,,1,teeth,,T,W
1992,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,VE,,,7.5,teeth,kg,T,
1992,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,JP,SU,,1,,teeth,,T,W
1992,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,CA,,,139,teeth,,M,W
1992,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,CA,,176,2,teeth,,S,W
1992,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,SE,,,1,teeth,,S,
1992,II,Papio ursinus,Mammalia,Primates,Cercopithecidae,Papio,US,ZA,,2,,teeth,,,W
1992,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AU,AU,,3000,,teeth,,T,W
1992,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AU,TH,,200,,teeth,,T,W
1992,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,AU,,,90,teeth,,T,C
1992,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TH,AU,,,5200,teeth,,T,W
1992,II,Globicephala melas,Mammalia,Cetacea,Delphinidae,Globicephala,GB,FK,,4,,teeth,,S,W
1992,II,Orcinus orca,Mammalia,Cetacea,Delphinidae,Orcinus,DK,GL,,1,1,teeth,,P,W
1992,II,Felidae spp.,Mammalia,Carnivora,Felidae,,US,XX,,1,,teeth,,,I
1992,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,US,CA,,,131,teeth,,M,W
1992,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,US,CA,,467,,teeth,,S,W
1992,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,US,CA,,,455,teeth,,T,W
1992,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,US,CA,,7,,teeth,,S,W
1992,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,US,CA,,,7,teeth,,T,W
1992,II,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,US,CN,XX,1,,teeth,,,I
1992,II,Puma concolor,Mammalia,Carnivora,Felidae,Puma,US,CA,,104,76,teeth,,S,W
1992,II,Puma concolor,Mammalia,Carnivora,Felidae,Puma,US,CA,,,53,teeth,,T,W
1992,II,Inia geoffrensis,Mammalia,Cetacea,Iniidae,Inia,GB,US,XX,,34,teeth,,S,
1992,II,Delphinapterus leucas,Mammalia,Cetacea,Monodontidae,Delphinapterus,DK,GL,,1,1,teeth,,P,W
1992,II,Monodon monoceros,Mammalia,Cetacea,Monodontidae,Monodon,JP,CH,CA,,8,teeth,,,
1992,II,Monodon monoceros,Mammalia,Cetacea,Monodontidae,Monodon,JP,CH,DE,,1,teeth,,,
1992,II,Monodon monoceros,Mammalia,Cetacea,Monodontidae,Monodon,US,CA,XX,6,,teeth,,T,I
1992,II,Enhydra lutris,Mammalia,Carnivora,Mustelidae,Enhydra,US,CA,,30,,teeth,,S,O
1992,II,Mirounga leonina,Mammalia,Carnivora,Phocidae,Mirounga,GB,FK,,6,,teeth,,S,W
1992,II,Mirounga leonina,Mammalia,Carnivora,Phocidae,Mirounga,GB,FK,,,8,teeth,,,
1992,II,Phocoena phocoena,Mammalia,Cetacea,Phocoenidae,Phocoena,US,CA,,,18,teeth,,S,W
1992,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,AT,CA,,,2,teeth,,H,W
1992,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,CA,US,,38,,teeth,,E,U
1992,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,DE,CA,,,18,teeth,,H,W
1992,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,DE,CA,,,4,teeth,,P,W
1992,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,FR,CA,,,44,teeth,,T,W
1992,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,NO,CA,,,12,teeth,,H,W
1992,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,SE,CA,,,4,teeth,,P,W
1992,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,,49,teeth,,H,W
1992,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,,922,teeth,,M,W
1992,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,,8,teeth,,P,W
1992,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,2148,1006,teeth,,S,W
1992,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,389,629,teeth,,T,W
1992,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,AT,CA,,,4,teeth,,P,W
1992,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,,45,teeth,,M,W
1992,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,313,450,teeth,,S,W
1992,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,US,SE,,,46,teeth,,S,
1992,II,Ursus maritimus,Mammalia,Carnivora,Ursidae,Ursus,CA,US,,18,,teeth,,S,W
1992,II,Ursus maritimus,Mammalia,Carnivora,Ursidae,Ursus,CA,US,,,56,teeth,,,U
1992,II,Ursus maritimus,Mammalia,Carnivora,Ursidae,Ursus,DK,GL,,9,9,teeth,,P,W
1992,II,Ursus maritimus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,US,44,,teeth,,T,U
1992,II,Cetacea spp.,Mammalia,Cetacea,,,GB,FK,,,44,teeth,,,
1992,II,Cetacea spp.,Mammalia,Cetacea,,,US,AU,,2,,teeth,,,U
1992,II,Cetacea spp.,Mammalia,Cetacea,,,US,GB,XX,4,,teeth,,T,O
1992,II,Cetacea spp.,Mammalia,Cetacea,,,US,HK,XX,1,,teeth,,T,I
1992,II,Primates spp.,Mammalia,Primates,,,US,TH,,37,,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,AD,FR,TZ,,13,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,AT,ZW,,12,,teeth,,P,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,AT,ZW,,,12,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,AU,ZW,,,8,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,BE,HK,TZ,416,,teeth,kg,T,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,BE,TZ,,3675,,teeth,kg,T,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,BE,TZ,,,12,teeth,,H,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,BE,TZ,,36,,teeth,,H,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,BE,TZ,,,1113,teeth,,T,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,CA,TZ,,12,12,teeth,,H,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,CA,ZW,,,5,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,CH,DE,TZ,,7,teeth,,T,U
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,CH,HK,TZ,56,,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,CH,ZW,,,1,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,CY,ZW,,,1,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,CY,ZW,,,1,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DE,HK,TZ,112,,teeth,g,T,U
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DE,HK,TZ,134,,teeth,,T,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DE,HK,UG,60,,teeth,,T,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DE,TZ,,,59,teeth,,H,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DE,TZ,,47,,teeth,,H,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DE,US,TZ,1,,teeth,pairs,H,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DE,ZA,,11,,teeth,,H,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DE,ZM,,4,,teeth,,H,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DE,ZM,,,4,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DE,ZW,,12,,teeth,,H,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DE,ZW,,,25,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DE,ZW,,,2,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DK,CM,,,12,teeth,,H,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,DK,CM,,21,,teeth,,P,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ES,CM,,,12,teeth,,H,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ES,TZ,,,84,teeth,,H,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ES,ZM,,,36,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ES,ZW,,,191,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ES,ZW,,,1,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,FR,CM,,,12,teeth,,H,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,FR,HK,TZ,355,,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,FR,TZ,,,48,teeth,,H,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,FR,TZ,,21,,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,FR,ZM,,26,,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,FR,ZM,,,24,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,FR,ZW,,,12,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,GB,KE,,,1,teeth,,P,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,GB,ZW,,,30,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,HK,BE,TZ,,4933,teeth,,T,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,IT,CM,,,2,teeth,,P,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,IT,TZ,,,12,teeth,,H,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,IT,ZM,,,12,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,IT,ZW,,,8,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,JP,AE,UG,,2110,teeth,,T,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,JP,MW,,,9,teeth,,P,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,JP,US,XX,,6,teeth,,S,U
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,MX,TZ,,,12,teeth,,H,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,MX,US,TZ,,1,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,PR,ZA,,,1,teeth,,P,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,PT,CG,,,2,teeth,,P,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,PT,CG,,2,,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,SE,DK,CM,,10,teeth,,P,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,CA,XX,1,,teeth,,T,I
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,FR,XX,,2,teeth,,,O
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,HK,BI,20,,teeth,,T,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,HK,MW,571,,teeth,,T,U
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,HK,TZ,37,,teeth,kg,T,U
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,HK,TZ,716,,teeth,,T,U
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,HK,TZ,151,,teeth,,T,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,HK,UG,68,,teeth,,T,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,HK,XX,145,,teeth,,T,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,HK,ZA,94,,teeth,,T,C
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,JP,XX,,2,teeth,,E,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,JP,XX,1,,teeth,,T,I
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,MW,,,4,teeth,,P,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,TZ,,,82,teeth,,H,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,TZ,,12,,teeth,,,U
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,TZ,,23,,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,MW,55,,teeth,kg,T,U
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,105,,teeth,kg,T,U
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,50,,teeth,kg,T,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,88,,teeth,,T,U
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,27,,teeth,,T,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,3,,teeth,,,U
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,7,,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZM,,24,,teeth,,,U
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZM,,4,,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZM,,,36,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,2,408,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,,10,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,XX,CM,,,42,teeth,,H,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,XX,ZM,,,12,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,MW,,,301,teeth,kg,T,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,MW,,,133,teeth,,P,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,MW,,,26,teeth,,T,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,ZM,,,12,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,ZW,,,22,teeth,,,W
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,ZW,,,1,teeth,,,
1992,III,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZW,ZM,,,12,teeth,,,
1992,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,CH,FR,CA,,2,teeth,,,W
1992,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,CH,RU,,,1,teeth,,P,
1992,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,CH,RU,,1,,teeth,,,
1992,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,ES,CA,,,6,teeth,,P,W
1992,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,FR,CA,,,5,teeth,,T,W
1992,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,FR,CA,,5,,teeth,,,W
1992,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,US,GB,XX,,1,teeth,,T,O
1992,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,US,JP,XX,,3,teeth,,E,
1992,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,US,SU,,14,,teeth,,,I
1992,III,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,CA,US,,,551,teeth,,T,U
1992,III,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,SE,CA,,4,,teeth,,H,W
1992,III,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,2,,teeth,,S,W
1992,III,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,70,,teeth,,T,W
1992,III,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,US,CA,,2,,teeth,,,W
1993,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DK,GL,,,3,teeth,,P,W
1993,I,Bison bison athabascae,Mammalia,Artiodactyla,Bovidae,Bison,US,CA,,43,43,teeth,,S,W
1993,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,XX,,1,,teeth,,,I
1993,I,Elephas spp.,Mammalia,Proboscidea,Elephantidae,Elephas,SE,NO,XX,,1,teeth,,P,O
1993,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,TH,,1,,teeth,,,W
1993,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,ZW,,,10,teeth,,,W
